CPU	 1	 0.116675
CPU	 3	 0.133325
CPU	 5	 0.133325
CPU	 7	 0.15
CPU	 9	 0.13335
CPU	 11	 0.11665
CPU	 13	 0.133325
CPU	 15	 0.116675
CPU	 17	 0.15
CPU	 19	 0.133325
CPU	 21	 0.133325
CPU	 23	 0.133325
CPU	 25	 0.15
CPU	 27	 0.15
CPU	 29	 0.133325
CPU	 31	 0.133325
CPU	 33	 0.15
CPU	 35	 0.13335
CPU	 37	 0.166675
CPU	 39	 0.15
CPU	 41	 0.116675
CPU	 43	 0.133325
CPU	 45	 0.15
CPU	 47	 0.15
CPU	 49	 0.15
CPU	 51	 0.15
CPU	 53	 0.13335
CPU	 55	 0.133325
CPU	 57	 0.15
CPU	 59	 0.133325
CPU	 61	 0.15
CPU	 63	 0.133325
CPU	 65	 0.133325
CPU	 67	 0.13335
CPU	 69	 0.15
CPU	 71	 0.13335
CPU	 73	 0.133325
CPU	 75	 0.15
CPU	 77	 0.15
CPU	 79	 0.15
CPU	 81	 0.15
CPU	 83	 0.133325
CPU	 85	 0.15
CPU	 87	 0.15
CPU	 89	 0.15
CPU	 91	 0.15
CPU	 93	 0.133325
CPU	 95	 0.133325
CPU	 97	 0.15
CPU	 99	 0.15
CPU	 101	 0.15
CPU	 103	 0.15
CPU	 105	 0.15
CPU	 107	 0.133325
CPU	 109	 0.133325
CPU	 111	 0.13335
CPU	 113	 0.15
CPU	 115	 0.13335
CPU	 117	 0.15
CPU	 119	 0.166675
CPU	 121	 0.15
CPU	 123	 0.15
CPU	 125	 0.15
CPU	 127	 0.15
CPU	 129	 0.166675
CPU	 131	 0.15
CPU	 133	 0.183325
CPU	 135	 0.166675
CPU	 137	 0.166675
CPU	 139	 0.15
CPU	 141	 0.166675
CPU	 143	 0.15
CPU	 145	 0.166675
CPU	 147	 0.16665
CPU	 149	 0.166675
CPU	 151	 0.15
CPU	 153	 0.15
CPU	 155	 0.166675
CPU	 157	 0.15
CPU	 159	 0.15
CPU	 161	 0.15
CPU	 163	 0.15
CPU	 165	 0.15
CPU	 167	 0.16665
CPU	 169	 0.166675
CPU	 171	 0.166675
CPU	 173	 0.16665
CPU	 175	 0.166675
CPU	 177	 0.15
CPU	 179	 0.166675
CPU	 181	 0.15
CPU	 183	 0.166675
CPU	 185	 0.166675
CPU	 187	 0.166675
CPU	 189	 0.16665
CPU	 191	 0.2
CPU	 193	 0.183325
CPU	 195	 0.166675
CPU	 197	 0.183325
CPU	 199	 0.18335
IO	 14	 50095.3
IO	 68	 50091.6
IO	 50	 50095.6
IO	 74	 50093.7
IO	 22	 50098.5
IO	 56	 50095.8
IO	 88	 50092.9
IO	 10	 50100.4
IO	 104	 50092.1
IO	 12	 50100.5
IO	 78	 50095.1
IO	 70	 50096.3
IO	 26	 50100.2
IO	 44	 50099.1
IO	 36	 50099.8
IO	 0	 50102.7
IO	 76	 50096.7
IO	 96	 50094.7
IO	 166	 50086.6
IO	 28	 50101.6
IO	 52	 50100.6
IO	 48	 50100.9
IO	 42	 50101.6
IO	 2	 50104.8
IO	 64	 50100.3
IO	 18	 50104.2
IO	 4	 50105.8
IO	 112	 50096.3
IO	 60	 50102.3
IO	 6	 50106.6
IO	 54	 50102.8
IO	 100	 50098.3
IO	 108	 50097.4
IO	 122	 50095.8
IO	 46	 50103.8
IO	 66	 50102.3
IO	 94	 50099.5
IO	 30	 50105.5
IO	 16	 50106.6
IO	 190	 50087.2
IO	 72	 50102
IO	 106	 50098.5
IO	 62	 50103.1
IO	 38	 50105.7
IO	 8	 50108.3
IO	 20	 50107.6
IO	 98	 50100.5
IO	 152	 50094.2
IO	 58	 50104.8
IO	 132	 50097.1
IO	 116	 50099.4
IO	 144	 50096.1
IO	 150	 50095.4
IO	 40	 50107.3
IO	 178	 50091.7
IO	 136	 50097.4
IO	 140	 50097.1
IO	 184	 50091.2
IO	 120	 50099.9
IO	 84	 50103.9
IO	 24	 50109.2
IO	 86	 50103.8
IO	 148	 50096.5
IO	 154	 50095.7
IO	 142	 50097.4
IO	 138	 50098.2
IO	 34	 50109
IO	 102	 50102.5
IO	 80	 50104.8
IO	 186	 50091.6
IO	 174	 50093.4
IO	 176	 50093.2
IO	 180	 50092.6
IO	 164	 50094.9
IO	 198	 50089.7
IO	 128	 50099.8
IO	 82	 50104.9
IO	 110	 50101.9
IO	 160	 50095.7
IO	 158	 50095.9
IO	 92	 50103.9
IO	 90	 50104.2
IO	 32	 50109.7
IO	 130	 50099.8
IO	 188	 50091.9
IO	 124	 50100.8
IO	 114	 50101.9
IO	 192	 50091.3
IO	 182	 50093
IO	 168	 50095.1
IO	 134	 50099.7
IO	 162	 50096
IO	 196	 50090.8
IO	 194	 50091.3
IO	 126	 50101
IO	 118	 50101.9
IO	 156	 50097.1
IO	 146	 50098.5
IO	 170	 50095.2
IO	 172	 50094.9
